,sgRNA
46437,['C1orf122']
46438,['CLGN']
46439,['OPTC']
46440,['ENSCSAG00000015194.1']
46441,['SLC25A38']
46442,[]
46443,[]
46444,['AEBP2']
46445,[]
46446,['TBX3']
46447,[]
46448,[]
46449,['PODXL2']
46450,[]
46451,['MED8']
46452,[]
46453,[]
46454,[]
46455,[]
46456,['CYP2B6']
46457,[]
46458,[]
46459,[]
46460,[]
46461,['SNRPD2']
46462,[]
46463,['CCDC191']
46464,[]
46465,[]
46466,[]
46467,[]
46468,[]
46469,[]
46470,[]
46471,['C6']
46472,[]
46473,['NAP1L5']
46474,['RAD51D']
46475,[]
46476,[]
46477,[]
46478,['NINJ1']
46479,[]
46480,['SYNPO']
46481,['BSPRY']
46482,['FERD3L']
46483,[]
46484,['SRP72']
46485,['CPPED1']
46486,[]
46487,['MAGEC2']
46488,['WFDC10A']
46489,[]
46490,[]
46491,[]
46492,[]
46493,[]
46494,[]
46495,[]
46496,['ENSCSAG00000002643.1']
46497,['GATB']
46498,[]
46499,['DYNLRB2']
46500,['ENSCSAG00000006213.1']
46501,[]
46502,['POGLUT1']
46503,[]
46504,[]
46505,[]
46506,['TMEM63C']
46507,['MAFA']
46508,['IFTAP']
46509,[]
46510,['SETD1B']
46511,[]
46512,['PITPNM2']
46513,['ZNF205']
46514,[]
46515,['VPS18']
46516,['TMF1']
46517,['TLN1']
46518,[]
46519,[]
46520,[]
46521,[]
46522,[]
46523,['FABP9']
46524,[]
46525,[]
46526,[]
46527,[]
46528,['PPP1R32']
46529,[]
46530,['REPIN1']
46531,['ARHGAP29']
46532,['ECM2']
46533,[]
46534,['SIN3A']
46535,['RAB39B']
46536,[]
46537,[]
46538,[]
46539,[]
46540,[]
46541,['PPP1CA']
46542,[]
46543,['NRBF2']
46544,[]
46545,['TCEAL8']
46546,['PAIP2B']
46547,[]
46548,['AKNA']
46549,[]
46550,[]
46551,[]
46552,[]
46553,[]
46554,['NDUFS4']
46555,[]
46556,[]
46557,['PDAP1']
46558,[]
46559,[]
46560,[]
46561,[]
46562,[]
46563,['MMP7']
46564,[]
46565,[]
46566,[]
46567,[]
46568,['CCNB1']
46569,['LPCAT3']
46570,[]
46571,[]
46572,[]
46573,[]
46574,['RB1']
46575,['ZKSCAN8']
46576,[]
46577,['C20orf144']
46578,[]
46579,[]
46580,[]
46581,[]
46582,[]
46583,[]
46584,[]
46585,[]
46586,[]
46587,['GIP']
46588,[]
46589,[]
46590,['CATSPERG']
46591,[]
46592,[]
46593,['GDF6']
46594,[]
46595,[]
46596,[]
46597,[]
46598,[]
46599,['ENSCSAG00000010400.1']
46600,['NCL']
46601,[]
46602,[]
46603,[]
46604,['TRPV4']
46605,['ERC2']
46606,['TMEM161A']
46607,[]
46608,[]
46609,[]
46610,['SELENOT']
46611,[]
46612,[]
46613,['EXOC7']
46614,[]
46615,[]
46616,[]
46617,[]
46618,[]
46619,[]
46620,['MRI1']
46621,[]
46622,[]
46623,['FERMT3']
46624,['CEP295NL']
46625,[]
46626,[]
46627,[]
46628,[]
46629,[]
46630,['IGFBP7']
46631,[]
46632,[]
46633,[]
46634,[]
46635,[]
46636,[]
46637,['ENSCSAG00000005777.1']
46638,['SRSF1']
46639,[]
46640,[]
46641,['TRIM8']
46642,[]
46643,[]
46644,['MYF6']
46645,[]
46646,['NUP62CL']
46647,['RNF32']
46648,['UBIAD1']
46649,[]
46650,[]
46651,[]
46652,['C19orf54']
46653,[]
46654,[]
46655,['GIMD1']
46656,[]
46657,[]
46658,[]
46659,[]
46660,[]
46661,[]
46662,[]
46663,[]
46664,[]
46665,['CDHR2']
46666,[]
46667,['MCUR1']
46668,[]
46669,['C4orf3']
46670,['TIPARP']
46671,[]
46672,[]
46673,[]
46674,['NDUFB9']
46675,['SQSTM1']
46676,['CSNK1A1L']
46677,['AGPAT1']
46678,['RDH16']
46679,[]
46680,[]
46681,[]
46682,['ZNF425']
46683,['S100A9']
46684,[]
46685,[]
46686,['GSPT1']
46687,[]
46688,[]
46689,['NRIP2']
46690,[]
46691,['OBI1']
46692,[]
46693,[]
46694,['TSEN2']
46695,[]
46696,[]
46697,[]
46698,['DDX43']
46699,[]
46700,[]
46701,['TRIM15']
46702,[]
46703,['GNA12']
46704,['RSPO1']
46705,[]
46706,[]
46707,['TCEAL5']
46708,"['ENSCSAG00000000147.1', 'ENSCSAG00000003162.1']"
46709,[]
46710,['GRIA1']
46711,[]
46712,[]
46713,[]
46714,[]
46715,['BCAS1']
46716,[]
46717,[]
46718,[]
46719,[]
46720,[]
46721,[]
46722,[]
46723,[]
46724,['ARRDC4']
46725,['CDCA3']
46726,['ZCCHC24']
46727,['EFNB2']
46728,[]
46729,['WNT5B']
46730,[]
46731,['ECE1']
46732,[]
46733,[]
46734,[]
46735,[]
46736,['GTPBP8']
46737,[]
46738,['NRSN1']
46739,[]
46740,['CCDC105']
46741,[]
46742,['ENSCSAG00000013897.1']
46743,['FLII']
46744,[]
46745,[]
46746,[]
46747,['NTN3']
46748,[]
46749,['CORO1A']
46750,[]
46751,[]
46752,['HOXB3']
46753,['UBE2S']
46754,[]
46755,[]
46756,[]
46757,[]
46758,[]
46759,[]
46760,[]
46761,['PEX19']
46762,[]
46763,[]
46764,['LY6D']
46765,['CIBAR2']
46766,[]
46767,['PSMB7']
46768,[]
46769,[]
46770,[]
46771,[]
46772,['CYP19A1']
46773,[]
46774,['PGAP2']
46775,[]
46776,[]
46777,[]
46778,[]
46779,[]
46780,[]
46781,[]
46782,[]
46783,[]
46784,['SYNPO']
46785,[]
46786,['ADAM8']
46787,[]
46788,['BCAR1']
46789,['BAHCC1']
46790,[]
46791,[]
46792,[]
46793,[]
46794,['MORC4']
46795,[]
46796,[]
46797,[]
46798,[]
46799,['STK35']
46800,['ZNF777']
46801,[]
46802,[]
46803,[]
46804,['NAGS']
46805,['ENSCSAG00000000628.1']
46806,[]
46807,[]
46808,[]
46809,['PADI6']
46810,[]
46811,[]
46812,[]
46813,[]
46814,['GCHFR']
46815,[]
46816,[]
46817,['TIMM17B']
46818,[]
46819,['CDCP2']
46820,[]
46821,[]
46822,[]
46823,['NUCB2']
46824,[]
46825,[]
46826,[]
46827,[]
46828,[]
46829,['MYO1H']
46830,['APEH']
46831,['PPIG']
46832,[]
46833,['INAVA']
46834,['TUBB2A']
46835,['HAPLN2']
46836,[]
46837,[]
46838,[]
46839,['DGKQ']
46840,[]
46841,['ENSCSAG00000004846.1']
46842,[]
46843,[]
46844,[]
46845,[]
46846,[]
46847,['ENO2']
46848,[]
46849,[]
46850,['ENSCSAG00000017881.1']
46851,[]
46852,[]
46853,[]
46854,[]
46855,['CCDC85B']
46856,[]
46857,['IRF3']
46858,['PTPRB']
46859,[]
46860,['TRIM63']
46861,[]
46862,[]
46863,[]
46864,['COL11A1']
46865,[]
46866,[]
46867,[]
46868,['PKDCC']
46869,[]
46870,[]
46871,['PMS1']
46872,['CDON']
46873,['LRRC73']
46874,['PRR7']
46875,[]
46876,[]
46877,[]
46878,[]
46879,[]
46880,['ENSCSAG00000009656.1']
46881,[]
46882,[]
46883,['CD14']
46884,[]
46885,['EGLN2']
46886,[]
46887,[]
46888,[]
46889,['SAMD9']
46890,[]
46891,[]
46892,['LCP1']
46893,[]
46894,[]
46895,[]
46896,[]
46897,['NCOA4']
46898,[]
46899,[]
46900,[]
46901,[]
46902,[]
46903,[]
46904,[]
46905,[]
46906,[]
46907,['TYW3']
46908,[]
46909,[]
46910,[]
46911,[]
46912,['PRSS48']
46913,[]
46914,[]
46915,[]
46916,['ARHGAP31']
46917,[]
46918,[]
46919,[]
46920,[]
46921,[]
46922,['SLC16A10']
46923,['PIFO']
46924,[]
46925,[]
46926,[]
46927,['ENSCSAG00000018862.1']
46928,[]
46929,[]
46930,['SLC25A44']
46931,[]
46932,[]
46933,['PBX2']
46934,[]
46935,['TLX1']
46936,[]
46937,['PTEN']
46938,[]
46939,[]
46940,['RBM34']
46941,[]
46942,[]
46943,['ERCC6L2']
46944,['RIT1']
46945,['RIT2']
46946,[]
46947,['NRDE2']
46948,['HOXD10']
46949,[]
46950,[]
46951,[]
46952,['ORMDL1']
46953,['ENSCSAG00000008420.1']
46954,[]
46955,[]
46956,['TRIM14']
46957,['GCFC2']
46958,['ENSCSAG00000011159.1']
46959,['HOXB1']
46960,[]
46961,[]
46962,['ENSCSAG00000019245.1']
46963,['EEPD1']
46964,[]
46965,['SEMA6D']
46966,[]
46967,['TMPRSS6']
46968,[]
46969,['EDEM1']
46970,[]
46971,[]
46972,[]
46973,['S100G']
46974,['PTPN6']
46975,['COX15']
46976,[]
46977,['MBTD1']
46978,[]
46979,[]
46980,[]
46981,['TNFSF10']
46982,[]
46983,[]
46984,[]
46985,[]
46986,[]
46987,[]
46988,[]
46989,[]
46990,['BACH1']
46991,[]
46992,[]
46993,[]
46994,['RWDD4']
46995,[]
46996,[]
46997,['SLK']
46998,['FBXO36']
46999,[]
47000,[]
47001,['ENSCSAG00000007332.1']
47002,[]
47003,[]
47004,['GNGT2']
47005,['PPP2R5A']
47006,[]
47007,['ZFP42']
47008,['WDR61']
47009,['PPWD1']
47010,[]
47011,[]
47012,[]
47013,[]
47014,['SAMD9']
47015,[]
47016,[]
47017,[]
47018,[]
47019,[]
47020,['TMEM106B']
47021,['ENSCSAG00000016376.1']
47022,['MX1']
47023,[]
47024,[]
47025,[]
47026,['SLC12A6']
47027,['ENSCSAG00000018402.1']
47028,['STRC']
47029,[]
47030,[]
47031,[]
47032,[]
47033,[]
47034,[]
47035,[]
47036,[]
47037,[]
47038,[]
47039,[]
47040,[]
47041,['CHAMP1']
47042,['ENSCSAG00000001605.1']
47043,['ACP4']
47044,['ZNF217']
47045,['MAGED1']
47046,[]
47047,['KANK3']
47048,[]
47049,['ABCG8']
47050,['PPP1R3G']
47051,[]
47052,[]
47053,['ENSCSAG00000016662.1']
47054,[]
47055,[]
47056,[]
47057,[]
47058,"['ENSCSAG00000009843.1', 'ENSCSAG00000019686.1']"
47059,[]
47060,[]
47061,['ZBTB7A']
47062,[]
47063,['KATNAL2']
47064,[]
47065,[]
47066,['ENSCSAG00000016968.1']
47067,[]
47068,[]
47069,[]
47070,[]
47071,['MUC17']
47072,[]
47073,[]
47074,[]
47075,[]
47076,[]
47077,[]
47078,[]
47079,['GRXCR2']
47080,['OSBPL8']
47081,[]
47082,['ENSCSAG00000007892.1']
47083,[]
47084,[]
47085,['DAAM2']
47086,[]
47087,[]
47088,[]
47089,[]
47090,[]
47091,[]
47092,['MMP15']
47093,[]
47094,['CRCP']
47095,[]
47096,['NHSL1']
47097,[]
47098,[]
47099,['ARHGAP45']
47100,[]
47101,[]
47102,[]
47103,['ENSCSAG00000018053.1']
47104,[]
47105,[]
47106,['ENSCSAG00000006988.1']
47107,[]
47108,['ENSCSAG00000009567.1']
47109,[]
47110,['AGTPBP1']
47111,['ATP6V1C2']
47112,[]
47113,['RAB11A']
47114,['UBIAD1']
47115,['ENSCSAG00000000400.1']
47116,"['ENSCSAG00000013271.1', 'ENSCSAG00000019475.1', 'ENSCSAG00000004522.1']"
47117,[]
47118,['SLC25A28']
47119,['AAR2']
47120,[]
47121,[]
47122,['LAMA2']
47123,['MIER2']
47124,[]
47125,[]
47126,[]
47127,['SPINT1']
47128,[]
47129,[]
47130,[]
47131,[]
47132,['PRDX4']
47133,[]
47134,['RBM4B']
47135,[]
47136,['FAM184B']
47137,[]
47138,['SCUBE3']
47139,['ENSCSAG00000017377.1']
47140,['ENSCSAG00000018444.1']
47141,[]
47142,[]
47143,[]
47144,[]
47145,['BBS4']
47146,['DNAJA1']
47147,[]
47148,[]
47149,['SCN1B']
47150,['ZFP36']
47151,[]
47152,[]
47153,['FAM131A']
47154,[]
47155,[]
47156,[]
47157,['TRIM3']
47158,['KRTCAP2']
47159,['MAPK8IP1']
47160,[]
47161,['MIEN1']
47162,[]
47163,['PTK7']
47164,[]
47165,[]
47166,['ENSCSAG00000004945.1']
47167,[]
47168,['PTCRA']
47169,[]
47170,['ENSCSAG00000005039.1']
47171,[]
47172,[]
47173,[]
47174,['LRP8']
47175,['PRICKLE3']
47176,[]
47177,[]
47178,['E2F4']
47179,['ENSCSAG00000010332.1']
47180,['ZNF146']
47181,['ZNF823']
47182,[]
47183,[]
47184,[]
47185,[]
47186,[]
47187,[]
47188,['STRIP2']
47189,['BNC2']
47190,[]
47191,['ITGAM']
47192,['CHGA']
47193,['PSMC3IP']
47194,['CADM1']
47195,[]
47196,['MTHFR']
47197,['ABI1']
47198,[]
47199,[]
47200,[]
47201,['DIPK2A']
47202,['UBXN1']
47203,[]
47204,['FMOD']
47205,['PRKDC']
47206,[]
47207,[]
47208,['ARHGAP12']
47209,[]
47210,['FLNB']
47211,[]
47212,['BTF3L4']
47213,[]
47214,['SAMD7']
47215,[]
47216,"['ENSCSAG00000000152.1', 'ENSCSAG00000008783.1']"
47217,[]
47218,['CMPK2']
47219,[]
47220,[]
47221,[]
47222,[]
47223,['DCC']
47224,[]
47225,[]
47226,[]
47227,['ENSCSAG00000003135.1']
47228,['ZNF507']
47229,[]
47230,['NEK11']
47231,[]
47232,[]
47233,['METTL3']
47234,['ZNF621']
47235,['KCNIP1']
47236,['KCNIP3']
47237,['ENPP5']
47238,['MACROH2A1']
47239,[]
47240,['MOG']
47241,['ENSCSAG00000011556.1']
47242,[]
47243,[]
47244,[]
47245,[]
47246,[]
47247,['ATP2C2']
47248,[]
47249,['LPL']
47250,['ITGB1BP2']
47251,['TMEM59']
47252,[]
47253,[]
47254,[]
47255,[]
47256,[]
47257,['CD1C']
47258,[]
47259,['WASHC4']
47260,['TMEM151A']
47261,['MAGOH']
47262,['CCNG2']
47263,[]
47264,['CCNE2']
47265,['SLC6A9']
47266,['CIAO3']
47267,[]
47268,[]
47269,['NMI']
47270,[]
47271,[]
47272,['CLEC4A']
47273,['TCF25']
47274,[]
47275,[]
47276,['FERMT2']
47277,['COBL']
47278,['TEX35']
47279,['ENSCSAG00000009264.1']
47280,[]
47281,['BPNT2']
47282,[]
47283,['PGBD2']
47284,['DOCK5']
47285,[]
47286,['AK6']
47287,[]
47288,[]
47289,['FER']
47290,['ENSCSAG00000001521.1']
47291,[]
47292,['KRT9']
47293,['HDDC2']
47294,['ALPK2']
47295,[]
47296,['OPHN1']
47297,[]
47298,[]
47299,['C12orf57']
47300,[]
47301,[]
47302,['ENSCSAG00000007205.1']
47303,['TMPRSS5']
47304,[]
47305,[]
47306,[]
47307,[]
47308,[]
47309,[]
47310,['BPI']
47311,['CHID1']
47312,[]
47313,[]
47314,[]
47315,[]
47316,['TSPYL6']
47317,['SOX3']
47318,[]
47319,['TTC23L']
47320,[]
47321,['DDX4']
47322,"['ENSCSAG00000015550.1', 'ENSCSAG00000018320.1']"
47323,['NCAPG2']
47324,['KCTD4']
47325,[]
47326,['EXOSC5']
47327,[]
47328,['HADH']
47329,[]
47330,[]
47331,['RPAIN']
47332,[]
47333,['TMEM50B']
47334,['MRPL3']
47335,[]
47336,[]
47337,['PLSCR5']
47338,[]
47339,[]
47340,[]
47341,[]
47342,['WSCD1']
47343,[]
47344,[]
47345,['ARHGEF19']
47346,['TIMP2']
47347,['IQGAP2']
47348,['PAAF1']
47349,[]
47350,['AASS']
47351,[]
47352,[]
47353,[]
47354,[]
47355,[]
47356,[]
47357,['ARFGEF2']
47358,['PLA2G7']
47359,[]
47360,[]
47361,[]
47362,['PDE8A']
47363,[]
47364,[]
47365,[]
47366,[]
47367,[]
47368,[]
47369,[]
47370,['LRRIQ1']
47371,[]
47372,[]
47373,[]
47374,['PHIP']
47375,"['ENSCSAG00000000388.1', 'ENSCSAG00000007187.1']"
47376,[]
47377,['SNAPC2']
47378,[]
47379,['CSTA']
47380,[]
47381,[]
47382,['ATP1A1']
47383,[]
47384,[]
47385,[]
47386,[]
47387,['C9orf64']
47388,[]
47389,[]
47390,['MAPK8IP1']
47391,['RSRP1']
47392,['ZNF630']
47393,[]
47394,[]
47395,[]
47396,[]
47397,['FAM210A']
47398,[]
47399,['ENSCSAG00000018289.1']
47400,[]
47401,[]
47402,['ENSCSAG00000019651.1']
47403,['KAZALD1']
47404,[]
47405,[]
47406,[]
47407,['ENSCSAG00000018742.1']
47408,[]
47409,[]
47410,[]
47411,[]
47412,['HMGCS2']
47413,[]
47414,[]
47415,[]
47416,[]
47417,[]
47418,['HAO1']
47419,['ENSCSAG00000012854.1']
47420,['SCRIB']
47421,[]
47422,[]
47423,['PNLIP']
47424,['EHBP1L1']
47425,[]
47426,[]
47427,['FOCAD']
47428,['MRPL10']
47429,[]
47430,[]
47431,['RPS6KC1']
47432,[]
47433,[]
47434,[]
47435,[]
47436,[]
47437,['CYB5D2']
47438,['SELL']
47439,[]
47440,[]
47441,['ZNF436']
47442,['STX17']
47443,['HFM1']
47444,[]
47445,['ITGB1BP2']
47446,[]
47447,['NUMB']
47448,['FLYWCH1']
47449,[]
47450,[]
47451,[]
47452,[]
47453,[]
47454,['SNRPB2']
47455,['PLA2R1']
47456,['RRAGC']
47457,[]
47458,[]
47459,[]
47460,[]
47461,[]
47462,[]
47463,['PSMG3']
47464,['ENSCSAG00000007678.1']
47465,[]
47466,[]
47467,['RBBP6']
47468,[]
47469,[]
47470,['ZNF786']
47471,[]
47472,[]
47473,[]
47474,['WDHD1']
47475,[]
47476,[]
47477,[]
47478,['PCDH9']
47479,[]
47480,['SCN10A']
47481,[]
47482,[]
47483,[]
47484,['METTL15']
47485,['MSR1']
47486,[]
47487,[]
47488,[]
47489,['GTF2B']
47490,['SLC9C1']
47491,['ANO4']
47492,[]
47493,[]
47494,['CYP17A1']
47495,[]
47496,[]
47497,[]
47498,['ENSCSAG00000018217.1']
47499,[]
47500,[]
47501,[]
47502,['DIS3']
47503,[]
47504,['ARMCX3']
47505,[]
47506,[]
47507,['TANGO6']
47508,['FRYL']
47509,['TNKS']
47510,[]
47511,[]
47512,[]
47513,[]
47514,[]
47515,[]
47516,['SULT1B1']
47517,[]
47518,[]
47519,[]
47520,[]
47521,['TRPA1']
47522,[]
47523,[]
47524,[]
47525,[]
47526,[]
47527,[]
47528,['EPCAM']
47529,[]
47530,[]
47531,[]
47532,['ANK1']
47533,['MTRF1L']
47534,['SUPT20H']
47535,['ENSCSAG00000008966.1']
47536,['ENSCSAG00000008905.1']
47537,[]
47538,['SAMD15']
47539,['PLEKHF1']
47540,"['ENSCSAG00000019499.1', 'ENSCSAG00000019500.1']"
47541,[]
47542,['GRM5']
47543,['FLII']
47544,['COL7A1']
47545,[]
47546,['SRSF11']
47547,[]
47548,[]
47549,[]
47550,['ADORA1']
47551,[]
47552,['FUCA2']
47553,[]
47554,[]
47555,[]
47556,[]
47557,['NUDT12']
47558,[]
47559,[]
47560,['ENSCSAG00000001972.1']
47561,['M1AP']
47562,[]
47563,[]
47564,['BCL3']
47565,['TAGLN2']
47566,['GDI2']
47567,['GDF6']
47568,[]
47569,[]
47570,['ISG20']
47571,['MYL4']
47572,['MYL3']
47573,['FBXW2']
47574,[]
47575,[]
47576,['WASHC5']
47577,[]
47578,[]
47579,['PLEK']
47580,['KRT25']
47581,[]
47582,['LMLN']
47583,[]
47584,[]
47585,"['ENSCSAG00000016670.1', 'ENSCSAG00000016685.1']"
47586,['BPGM']
47587,['PBX1']
47588,['DIRAS3']
47589,[]
47590,['NKAPD1']
47591,[]
47592,[]
47593,[]
47594,['STAT2']
47595,[]
47596,[]
47597,['BRWD1']
47598,[]
47599,['NPL']
47600,['SLC13A5']
47601,[]
47602,['PHEX']
47603,['ENSCSAG00000008711.1']
47604,['IL34']
47605,['NIPAL1']
47606,[]
47607,['HOXB9']
47608,['RNASE12']
47609,['ENSCSAG00000000392.1']
47610,['MYO10']
47611,[]
47612,[]
47613,['ATP7A']
47614,['OBSL1']
47615,['HTRA3']
47616,[]
47617,[]
47618,['CABP7']
47619,[]
47620,[]
47621,['ENSCSAG00000002677.1']
47622,[]
47623,['OR5P2']
47624,['PTGDR2']
47625,['PRICKLE3']
47626,['AVPI1']
47627,['EBF3']
47628,[]
47629,['TUBB4B']
47630,['ATP1B4']
47631,[]
47632,['FBXO39']
47633,[]
47634,['TRPM3']
47635,['ENSCSAG00000010707.1']
47636,[]
47637,['LYPD1']
47638,['ERBB3']
47639,['LPIN2']
47640,[]
47641,[]
47642,[]
47643,[]
47644,[]
47645,[]
47646,['SEC14L2']
47647,['NUDT17']
47648,[]
47649,[]
47650,['UBR2']
47651,[]
47652,[]
47653,[]
47654,['ENSCSAG00000006598.1']
47655,['CDH9']
47656,[]
47657,['ELL3']
47658,['ENSCSAG00000008054.1']
47659,['OTUD6A']
47660,[]
47661,['C2CD4C']
47662,[]
47663,['NEFM']
47664,[]
47665,[]
47666,[]
47667,[]
47668,['GSPT1']
47669,['ENSCSAG00000013823.1']
47670,['ENSCSAG00000011969.1']
47671,[]
47672,['RBM47']
47673,['PCDH15']
47674,[]
47675,[]
47676,[]
47677,[]
47678,[]
47679,[]
47680,[]
47681,[]
47682,['CLDND1']
47683,['ZNF205']
47684,['MAPK7']
47685,[]
47686,['HHLA2']
47687,[]
47688,[]
47689,[]
47690,[]
47691,['CLUH']
47692,['ZNF689']
47693,['TRRAP']
47694,[]
47695,[]
47696,['ENSCSAG00000016003.1']
47697,[]
47698,[]
47699,['FAM78B']
47700,['SEPTIN1']
47701,['NLRC3']
47702,['TRIM11']
47703,[]
47704,[]
47705,['PBX2']
47706,[]
47707,[]
47708,['EHD4']
47709,[]
47710,['HUNK']
47711,[]
47712,[]
47713,[]
47714,[]
47715,[]
47716,['SCD']
47717,['ZBTB24']
47718,[]
47719,['MYO6']
47720,[]
47721,[]
47722,[]
47723,[]
47724,[]
47725,[]
47726,['BCL6']
47727,[]
47728,[]
47729,[]
47730,[]
47731,[]
47732,[]
47733,['CASP14']
47734,['ENSCSAG00000000536.1']
47735,[]
47736,['ENSCSAG00000018037.1']
47737,[]
47738,['GDI2']
47739,[]
47740,['DNAJC17']
47741,[]
47742,['ENSCSAG00000015946.1']
47743,['TRIM23']
47744,['TIGD4']
47745,['GNAI1']
47746,['GNAI3']
47747,['REEP2']
47748,[]
47749,['TYMP']
47750,['PDZD8']
47751,[]
47752,['HABP4']
47753,['THOC6']
47754,['ENSCSAG00000012523.1']
47755,[]
47756,['ENSCSAG00000007440.1']
47757,['EML6']
47758,['IFT74']
47759,[]
47760,['SLC16A13']
47761,['ENSCSAG00000000205.1']
47762,['FAM110C']
47763,['HTR7']
47764,['GAL3ST1']
47765,[]
47766,[]
47767,['ORAI1']
47768,['HGD']
47769,[]
47770,[]
47771,['ABCC4']
47772,[]
47773,['SMURF1']
47774,[]
47775,[]
47776,[]
47777,['PRR15L']
47778,[]
47779,[]
47780,['ALDOC']
47781,[]
47782,['STK4']
47783,[]
47784,[]
47785,[]
47786,[]
47787,['TMEM79']
47788,['UFD1']
47789,['NEU3']
47790,['XPNPEP2']
47791,['OTOR']
47792,['ACER3']
47793,[]
47794,[]
47795,['FBXO39']
47796,[]
47797,['CLEC14A']
47798,[]
47799,[]
47800,['CCDC106']
47801,[]
47802,[]
47803,['INPP4B']
47804,[]
47805,['DDX3X']
47806,[]
47807,[]
47808,[]
47809,[]
47810,[]
47811,[]
47812,['C4orf51']
47813,['NXNL1']
47814,[]
47815,['TRAF3IP2']
47816,['DCAF4L1']
47817,[]
47818,['ENSCSAG00000004285.1']
47819,['TTLL3']
47820,[]
47821,['NDUFB11']
47822,[]
47823,[]
47824,[]
47825,[]
47826,['ZNF485']
47827,['BECN1']
47828,['FAM135B']
47829,['MCRIP1']
47830,['DAB2IP']
47831,[]
47832,['DNAJB1']
47833,[]
47834,[]
47835,['FAM83A']
47836,[]
47837,['CD99L2']
47838,['PAH']
47839,[]
47840,['ENSCSAG00000018710.1']
47841,[]
47842,['FAM135B']
47843,[]
47844,[]
47845,[]
47846,['PTPRB']
47847,[]
47848,"['FBXO10', 'ENSCSAG00000018963.1']"
47849,['ENSCSAG00000001940.1']
47850,[]
47851,[]
47852,[]
47853,['ARMH3']
47854,[]
47855,[]
47856,['HSH2D']
47857,['RBM48']
47858,[]
47859,[]
47860,[]
47861,[]
47862,[]
47863,[]
47864,[]
47865,[]
47866,['RSF1']
47867,[]
47868,['FASN']
47869,[]
47870,[]
47871,[]
47872,[]
47873,[]
47874,[]
47875,['PUDP']
47876,['INTS2']
47877,[]
47878,['GPR152']
47879,['NMNAT3']
47880,[]
47881,[]
47882,[]
47883,['MPHOSPH9']
47884,['UMPS']
47885,['IFT22']
47886,['PIGR']
47887,[]
47888,['IP6K3']
47889,[]
47890,['CDK17']
47891,['TAS2R7']
47892,[]
47893,['NRF1']
47894,['M6PR']
47895,['GTPBP4']
47896,[]
47897,['SMARCA1']
47898,['SCUBE3']
47899,['PDE6C']
47900,[]
47901,['WASHC4']
47902,['ENSCSAG00000011463.1']
47903,['CFAP161']
47904,['CHMP2B']
47905,[]
47906,[]
47907,['ENSCSAG00000018434.1']
47908,[]
47909,[]
47910,[]
47911,[]
47912,['RNF169']
47913,['ERLEC1']
47914,[]
47915,['REM1']
47916,[]
47917,['USB1']
47918,['ARMH4']
47919,[]
47920,[]
47921,[]
47922,[]
47923,[]
47924,[]
47925,['ENSCSAG00000009827.1']
47926,['ENSCSAG00000018292.1']
47927,[]
47928,[]
47929,[]
47930,[]
47931,['CAMK1']
47932,[]
47933,[]
47934,[]
47935,['TMPRSS15']
47936,['TGFBR3']
47937,['ENSCSAG00000000133.1']
47938,['RINT1']
47939,[]
47940,[]
47941,[]
47942,[]
47943,[]
47944,[]
47945,[]
47946,[]
47947,['NSMCE1']
47948,[]
47949,['PUDP']
47950,['LRRC36']
47951,[]
47952,['FGR']
47953,[]
47954,[]
47955,['ENSCSAG00000001528.1']
47956,[]
47957,[]
47958,[]
47959,[]
47960,['FTO']
47961,['NACAD']
47962,[]
47963,"['ENSCSAG00000012220.1', 'ENSCSAG00000019535.1']"
47964,[]
47965,[]
47966,['SLC32A1']
47967,[]
47968,[]
47969,['FABP3']
47970,[]
47971,['RAB4A']
47972,['THRAP3']
47973,[]
47974,[]
47975,[]
47976,[]
47977,[]
47978,[]
47979,[]
47980,[]
47981,['CLEC1B']
47982,['KCNA2']
47983,['SPACA7']
47984,['PFDN1']
47985,[]
47986,[]
47987,[]
47988,[]
47989,[]
47990,[]
47991,[]
47992,[]
47993,[]
47994,[]
47995,[]
47996,['SAP30']
47997,[]
47998,[]
47999,[]
48000,['AP2B1']
48001,[]
48002,['TGM1']
48003,[]
48004,['MBL2']
48005,['MAJIN']
48006,['ARSL']
48007,[]
48008,[]
48009,[]
48010,[]
48011,[]
48012,[]
48013,[]
48014,[]
48015,[]
48016,[]
48017,['ZNF724']
48018,[]
48019,[]
48020,[]
48021,['DHX36']
48022,[]
48023,[]
48024,[]
48025,[]
48026,['NBEAL1']
48027,['SLC26A5']
48028,['ENSCSAG00000007560.1']
48029,[]
48030,[]
48031,['ZDHHC17']
48032,[]
48033,[]
48034,[]
48035,[]
48036,[]
48037,[]
48038,[]
48039,[]
48040,['ENPP6']
48041,['DOCK10']
48042,[]
48043,[]
48044,[]
48045,[]
48046,['PPDPFL']
48047,[]
48048,['ENSCSAG00000019120.1']
48049,[]
48050,['ENSCSAG00000007578.1']
48051,[]
48052,['RBFOX1']
48053,[]
48054,[]
48055,['CCNJL']
48056,[]
48057,[]
48058,['ENSCSAG00000008901.1']
48059,['MECOM']
48060,[]
48061,[]
48062,[]
48063,['IZUMO3']
48064,[]
48065,[]
48066,['CYYR1']
48067,['NISCH']
48068,[]
48069,[]
48070,['SSC4D']
48071,['ELAVL2']
48072,['L1CAM']
48073,['UBL4B']
48074,[]
48075,[]
48076,['MYO3B']
48077,[]
48078,[]
48079,[]
48080,[]
